# age (months), height (cm)
30.50 91.33
138.50 147.84
70.50 114.59
75.50 117.27
68.50 112.66
182.50 170.88
146.50 150.38
213.50 176.03
159.50 158.38
206.50 162.97
164.50 161.65
174.50 161.33
81.50 120.13
174.50 167.46
62.50 110.26
83.50 121.51
155.50 156.96
147.50 153.19
200.50 174.90
205.50 175.44
85.50 122.55
161.50 159.69
116.50 137.17
232.50 163.29
221.50 163.19
167.50 163.54
185.50 171.86
145.50 152.07
197.50 162.74
178.50 161.73
53.50 105.33
141.50 149.68
193.50 162.61
223.50 163.21
81.50 120.46
82.50 120.98
115.50 136.76
94.50 127.14
222.50 163.20
215.50 163.12
187.50 162.34
67.50 112.97
196.50 162.71
168.50 160.48
224.50 163.22
149.50 152.07
151.50 155.24
176.50 161.54
136.50 146.62
104.50 131.43
26.50 87.16
187.50 172.43
158.50 158.04
42.50 99.00
100.50 130.06
237.50 176.81
111.50 134.38
28.50 89.91
132.50 143.73
122.50 139.12
46.50 101.36
157.50 157.06
225.50 163.23
239.50 176.84
24.50 86.86
121.50 138.66
139.50 146.83
74.50 116.16
220.50 163.18
109.50 134.18
224.50 176.50
192.50 173.61
128.50 142.07
91.50 125.63
80.50 119.93
156.50 156.41
222.50 176.44
178.50 169.32
144.50 149.31
227.50 163.25
133.50 144.15
188.50 172.70
63.50 110.81
153.50 156.14
58.50 106.79
168.50 164.14
35.50 94.65
107.50 132.71
145.50 149.84
157.50 157.70
170.50 160.80
203.50 162.90
31.50 92.02
227.50 176.59
69.50 114.05
129.50 142.48
42.50 97.65
173.50 166.95
209.50 175.77
69.50 113.25
130.50 143.14
220.50 176.36
144.50 151.49
132.50 144.26
212.50 175.97
55.50 106.43
133.50 144.84
43.50 99.60
218.50 176.28
127.50 141.55
240.00 176.85
207.50 175.61
88.50 123.87
117.50 136.90
180.50 161.90
113.50 135.91
40.50 96.52
87.50 123.59
54.50 105.88
70.50 113.84
90.50 124.90
89.50 124.62
217.50 163.14
195.50 174.17
61.50 109.72
164.50 159.69
83.50 121.22
219.50 176.32
193.50 173.81
223.50 176.47
213.50 163.09
74.50 116.73
142.50 150.29
103.50 131.00
48.50 102.51
32.50 92.70
